UID No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),max_nvpm_ei_m_between_30_85,max_nvpm_ei_n_between_30_85
07P27GE219,General Electric Company,CF6-80C2B5F/B6F/B7F,LEC,TF,4.97968,32.6879422972237,267.027091422,2.5690494406191444,2.0741795764248616,0.6714939032073051,0.19591181750646877,848.4727526739302,43.22,13.68,16.2,0.26,57.8,26.359548768711104,26.134975624480465,0.5605641926115248,0.4349990032931035,28.43233443794092,168377361131581.4,235482034410564.0,44784087238356.11,47637074715996.98,240727095276540.62,31.194368610548608,30.932705040755568,1.0055292576165273,0.8937611494715935,438496752316437.25,635583194962529.8,322424530144744.9,445050301443598.06,97.62,98.65,285.3,290.6,0,0
01P05GE189,General Electric Company,CF34-3B/-3B1,SAC,TF,6.25,19.2080788817903,41.012603292649,0.40358167012674495,0.3328166807382172,0.12146534862963546,0.04766144915185724,164.38577635077775,43.140322,13.727500000000001,17.224999999999998,2.01,720.5,208.61972380508325,72.44600910321829,0.5054894288268864,1.8347185833907538,208.61972380508325,1707948846488921.2,1046291919200529.6,37852898955181.836,207412524293320.6,1707948846488921.2,255.629168261732,93.99843984054351,1.0819085761284664,4.23691691613044,5777351712816388.0,4403143865742763.0,475210160692012.4,3135824503195102.5,100.8,101.7,280.3,284.1,0,0
07P05GE220,General Electric Company,CF34-3A/A1/A2/B1/B2,SAC,TF,6.25,19.2080788817903,41.0126111555192,0.40358212339467076,0.33281705452904503,0.12146548504897932,0.04766150268106284,164.38596097462317,43.14,13.73,17.2,2.01,720.5,287.00055572401465,114.04714989391279,0.8087707106604772,1.4486626219505256,287.00055572401465,2006644858767310.8,1333177733920223.0,80427051545148.27,167524446460605.0,2006644858767310.8,344.1907901120693,143.6349428467531,1.6956463023187396,3.2229671957067687,6287537987895609.0,5082493328003517.0,979460159991437.6,2313135154100724.5,100.8,101.7,280.3,284.1,0,0
01P08GE190,General Electric Company,CF34-8C5,LEC,TF,5.13,23.9452234024814,59.4282407798038,0.6452320409663888,0.5276357106193938,0.17957784707738395,0.06261639966567939,237.5279262993803,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,26.987158414528707,3.560443994162615,0.9675007408417923,1.4601371541469286,26.987158414528707,275630788699519.34,66031191938648.53,1831892072723.319,2308264113508.4546,275630788699519.34,33.555274503010935,4.489287035284795,1.086329002299569,1.6924534779328373,955223257180931.6,236507512593231.22,3208271533458.5312,5504137194620.324,98.1,98.6,290.7,296.3,0,0
01P08GE191,General Electric Company,CF34-8C5A1,LEC,TF,5.13,24.3387960809391,60.6292606159225,0.6619692426967067,0.5405316132336488,0.18284173367292028,0.0632995756515038,241.78223523795015,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,33.154786588250396,4.447782361976288,1.0162450767710707,1.362597029238211,33.154786588250396,313421536443308.3,80891180516867.23,1853793202208.4324,2067136484078.3254,313421536443308.3,40.97218870732296,5.616750464703012,1.139003776846106,1.5769838775587324,1061128165104116.9,292174639249878.06,3244349158266.4043,4744151384687.859,98.1,98.6,290.7,296.3,0,0
01P08GE192,General Electric Company,CF34-8C5B1,LEC,TF,5.13,22.9209896379478,56.358967865278,0.6034452275187686,0.49531932123503425,0.17128334072245338,0.06087228415107215,226.79561500787415,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,14.542726542357366,2.5134512278213412,0.8665716036289695,1.816475518057298,14.542726542357366,186033399610242.8,37662032868837.51,1738641436682.1404,3051450496743.603,186033399610242.8,18.295540526981405,3.1466677802765655,0.9782574049404693,2.1162892044123973,670761234836596.2,130485713183654.22,3056473820667.399,8067103093540.471,98.1,98.6,290.7,296.3,0,0
01P08GE193,General Electric Company,CF34-8C5A2,LEC,TF,5.13,24.9400704771379,62.4975136943295,0.6884464788752312,0.5608780845778067,0.1879395259706334,0.06436307551850913,248.4625433188565,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,43.94228711444114,6.549976174787041,1.097673077310682,1.2509672511849181,43.94228711444114,372471093535424.75,108611694500508.14,1873111908133.761,1740132251844.116,372471093535424.75,53.7322129196419,8.27824948025101,1.2272445466503445,1.445038780007142,1207042149515868.8,395162869929534.6,3277841061226.438,3772587127479.2573,98.1,98.6,290.7,296.3,0,0
01P08GE194,General Electric Company,CF34-8C5A3,LEC,TF,5.13,25.5795765223584,64.5436956373467,0.7180740507083395,0.5835693468159139,0.19355196683319334,0.06552895701108383,255.86790888670808,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,56.87378262565269,10.060945078698039,1.189524613254494,1.1776700752387306,56.87378262565269,433842348018618.8,145523211060856.9,1876686091455.2136,1441418047515.671,433842348018618.8,68.71287767288186,12.69760309321609,1.326996624260639,1.3583503501556555,1329860783213615.0,529074463199331.75,3288619135246.6333,2947147946305.4497,98.1,98.6,290.7,296.3,0,0
01P08GE195,General Electric Company,CF34-8E2,LEC,TF,5.13,22.5301245275078,55.2024302453117,0.5880594664616138,0.4833759868391617,0.16817502015735797,0.060215741810244826,222.80268991590498,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,11.14260553386488,2.4349397442877367,0.8410507492198618,1.9962537361215837,11.14260553386488,156480906937474.38,30116739079098.582,1689199155442.682,3385068678409.785,156480906937474.38,14.054775735268159,3.0370893457656956,0.9516406422713062,2.3313919906774583,568199942670041.0,102645205459302.33,2975581550160.578,9321182388645.16,98.1,98.6,290.7,296.3,0,0
01P08GE196,General Electric Company,CF34-8E2A1,LEC,TF,5.13,23.8571259231037,59.1613474828885,0.6415424547910158,0.5247892744787689,0.17885393859042195,0.06246463605585746,236.58674484125905,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,25.710477226312264,3.4056517863489773,0.9572243454700051,1.4847936839615923,25.710477226312264,267362314295370.6,63031747873988.99,1825945409108.5598,2365399442956.5337,267362314295370.6,32.00825247908619,4.292208798191923,1.075246598420598,1.7216764930695396,930855859718944.9,225259482993638.8,3198560216245.566,5689488836081.027,98.1,98.6,290.7,296.3,0,0
01P08GE197,General Electric Company,CF34-8E5,LEC,TF,5.13,24.0331001897647,59.695134076719,0.6489324220337178,0.5304891485337355,0.1803022634852406,0.06276818263533665,238.47063747945217,43.189216458333334,13.671666666666667,17.516666666666666,0.22952110625909752,76.83333333333333,28.29895817980055,3.7299331141262884,0.9779971750578652,1.4365900740951563,28.29895817980055,283957056674653.94,69139168485913.48,1837440145471.68,2252448401359.5034,283957056674653.94,35.14059478602724,4.704908044901773,1.0976581137534536,1.6645587673336917,979337739002576.6,248161368931852.47,3217353692979.7144,5325002193878.618,98.1,98.6,290.7,296.3,0,0
