1.606E-17, 1.649E-17, 1.684E-17, 1.710E-17, 1.728E-17, 1.638E-17, 1.642E-17, 1.641E-17, 1.635E-17, 1.626E-17, 1.611E-17, 1.593E-17, 1.568E-17, 1.543E-17, 1.516E-17, 1.491E-17, 1.466E-17, 1.442E-17, 1.417E-17, 1.394E-17, 1.371E-17, 1.280E-17, 1.260E-17, 1.240E-17, 1.220E-17, 1.200E-17, 1.180E-17, 1.160E-17, 1.140E-17, 1.188E-17, 1.169E-17, 1.147E-17, 1.122E-17, 1.092E-17, 1.058E-17, 1.019E-17, 9.331E-18, 8.989E-18, 8.690E-18, 8.432E-18, 8.245E-18, 8.109E-18, 8.023E-18, 7.959E-18, 7.918E-18, 7.897E-18, 7.890E-18, 7.946E-18, 7.962E-18, 8.094E-18, 8.136E-18, 8.195E-18, 8.275E-18, 8.544E-18, 8.684E-18, 8.851E-18, 9.058E-18, 9.299E-18, 9.577E-18, 9.877E-18, 1.020E-17, 1.054E-17, 1.090E-17, 1.128E-17, 1.164E-17, 1.210E-17, 1.260E-17, 1.315E-17, 1.374E-17, 1.436E-17, 1.497E-17, 1.554E-17
5.058E-17, 5.115E-17, 5.046E-17, 5.071E-17, 5.095E-17, 5.128E-17, 5.200E-17, 5.480E-17, 6.075E-17, 6.196E-17, 6.145E-17, 6.098E-17, 6.071E-17, 6.054E-17, 6.036E-17, 6.006E-17, 5.858E-17, 5.649E-17, 5.360E-17, 5.074E-17, 4.709E-17, 4.498E-17, 4.182E-17, 3.756E-17, 3.280E-17, 2.862E-17, 2.534E-17, 2.249E-17, 1.978E-17, 1.921E-17, 2.052E-17, 2.005E-17, 1.984E-17, 2.002E-17, 2.198E-17, 2.720E-17, 2.931E-17, 2.971E-17, 2.970E-17, 2.969E-17, 2.969E-17, 2.971E-17, 2.971E-17, 2.966E-17, 2.940E-17, 2.774E-17, 2.042E-17, 1.297E-17, 1.123E-17, 1.095E-17, 1.087E-17, 1.080E-17, 1.067E-17, 1.027E-17, 9.788E-18, 9.188E-18, 8.767E-18, 8.653E-18, 9.045E-18, 9.259E-18, 9.497E-18, 9.701E-18, 9.853E-18, 1.084E-17, 1.516E-17, 2.684E-17, 3.786E-17, 4.208E-17, 4.384E-17, 4.528E-17, 4.822E-17, 4.909E-17
9.862E-17, 1.015E-16, 1.050E-16, 1.054E-16, 1.049E-16, 1.002E-16, 9.792E-17, 1.017E-16, 1.102E-16, 1.189E-16, 1.241E-16, 1.342E-16, 1.423E-16, 1.470E-16, 1.640E-16, 1.756E-16, 1.861E-16, 2.022E-16, 2.089E-16, 2.029E-16, 1.921E-16, 1.681E-16, 1.357E-16, 1.071E-16, 8.307E-17, 6.526E-17, 5.666E-17, 5.304E-17, 4.842E-17, 3.503E-17, 2.882E-17, 2.818E-17, 3.112E-17, 3.486E-17, 4.121E-17, 4.545E-17, 4.689E-17, 4.730E-17, 4.873E-17, 5.194E-17, 5.354E-17, 5.095E-17, 4.370E-17, 3.906E-17, 3.669E-17, 3.482E-17, 3.481E-17, 3.219E-17, 2.687E-17, 2.356E-17, 2.123E-17, 1.928E-17, 1.965E-17, 1.627E-17, 1.275E-17, 1.194E-17, 1.146E-17, 1.091E-17, 9.432E-18, 9.312E-18, 1.062E-17, 1.166E-17, 1.220E-17, 1.745E-17, 2.436E-17, 2.823E-17, 3.653E-17, 4.301E-17, 6.005E-17, 7.011E-17, 7.289E-17, 8.685E-17
3.256E-16, 3.470E-16, 3.697E-16, 3.694E-16, 3.737E-16, 3.801E-16, 3.970E-16, 4.345E-16, 4.437E-16, 3.998E-16, 3.621E-16, 3.526E-16, 2.717E-16, 2.504E-16, 2.257E-16, 1.964E-16, 1.712E-16, 1.639E-16, 2.041E-16, 2.438E-16, 2.572E-16, 2.208E-16, 1.881E-16, 1.884E-16, 1.572E-16, 1.328E-16, 1.356E-16, 1.411E-16, 1.407E-16, 1.344E-16, 1.234E-16, 1.136E-16, 1.165E-16, 1.529E-16, 1.879E-16, 1.951E-16, 1.958E-16, 1.808E-16, 1.804E-16, 1.911E-16, 1.902E-16, 1.727E-16, 1.602E-16, 1.678E-16, 1.752E-16, 1.638E-16, 1.048E-16, 8.411E-17, 6.647E-17, 5.896E-17, 5.691E-17, 6.434E-17, 9.215E-17, 9.677E-17, 9.794E-17, 1.045E-16, 1.128E-16, 1.169E-16, 1.135E-16, 1.103E-16, 1.214E-16, 1.686E-16, 1.793E-16, 1.796E-16, 1.800E-16, 2.213E-16, 2.680E-16, 2.684E-16, 2.681E-16, 2.740E-16, 2.965E-16, 3.081E-16
7.642E-16, 6.410E-16, 6.066E-16, 6.099E-16, 7.248E-16, 8.090E-16, 8.840E-16, 8.740E-16, 8.199E-16, 7.628E-16, 6.317E-16, 5.017E-16, 4.820E-16, 4.395E-16, 4.702E-16, 4.991E-16, 5.123E-16, 4.812E-16, 5.032E-16, 5.591E-16, 5.695E-16, 7.159E-16, 7.265E-16, 7.304E-16, 8.052E-16, 8.281E-16, 8.196E-16, 6.917E-16, 5.312E-16, 3.845E-16, 2.496E-16, 1.913E-16, 2.238E-16, 2.377E-16, 2.577E-16, 3.664E-16, 4.753E-16, 4.395E-16, 4.072E-16, 4.252E-16, 6.019E-16, 6.325E-16, 7.142E-16, 8.240E-16, 8.521E-16, 7.599E-16, 6.705E-16, 7.623E-16, 8.076E-16, 6.690E-16, 4.830E-16, 3.709E-16, 2.922E-16, 2.742E-16, 3.291E-16, 4.148E-16, 4.445E-16, 4.313E-16, 4.641E-16, 4.724E-16, 4.777E-16, 4.064E-16, 3.184E-16, 2.776E-16, 3.255E-16, 3.819E-16, 4.748E-16, 6.544E-16, 7.287E-16, 6.219E-16, 7.060E-16, 7.853E-16
9.021E-16, 9.018E-16, 1.188E-15, 1.581E-15, 1.908E-15, 1.637E-15, 1.292E-15, 1.287E-15, 1.253E-15, 1.197E-15, 1.092E-15, 1.009E-15, 9.229E-16, 8.431E-16, 9.728E-16, 1.014E-15, 8.871E-16, 1.073E-15, 1.306E-15, 1.491E-15, 1.669E-15, 1.606E-15, 1.497E-15, 1.348E-15, 1.306E-15, 1.254E-15, 1.277E-15, 1.230E-15, 1.145E-15, 9.659E-16, 7.236E-16, 7.246E-16, 6.452E-16, 6.331E-16, 5.911E-16, 8.463E-16, 1.105E-15, 1.142E-15, 1.231E-15, 1.472E-15, 1.814E-15, 2.048E-15, 2.061E-15, 2.046E-15, 1.661E-15, 1.659E-15, 1.654E-15, 1.698E-15, 1.749E-15, 1.835E-15, 1.479E-15, 1.159E-15, 1.001E-15, 8.423E-16, 8.410E-16, 7.626E-16, 7.590E-16, 8.176E-16, 9.573E-16, 1.293E-15, 1.556E-15, 1.541E-15, 1.568E-15, 1.617E-15, 1.667E-15, 1.640E-15, 9.772E-16, 9.760E-16, 1.013E-15, 1.106E-15, 1.158E-15, 1.032E-15
2.303E-15, 2.372E-15, 1.928E-15, 1.750E-15, 1.596E-15, 1.452E-15, 1.258E-15, 1.200E-15, 1.092E-15, 9.914E-16, 9.944E-16, 9.635E-16, 9.364E-16, 8.072E-16, 8.209E-16, 7.385E-16, 6.922E-16, 6.555E-16, 7.791E-16, 1.308E-15, 1.989E-15, 2.531E-15, 2.400E-15, 2.271E-15, 1.886E-15, 1.809E-15, 1.726E-15, 1.623E-15, 1.519E-15, 1.300E-15, 1.318E-15, 1.348E-15, 1.345E-15, 1.085E-15, 1.078E-15, 1.058E-15, 1.248E-15, 1.457E-15, 1.778E-15, 1.926E-15, 2.146E-15, 2.373E-15, 2.670E-15, 2.979E-15, 2.958E-15, 1.877E-15, 1.852E-15, 1.769E-15, 1.978E-15, 2.284E-15, 2.135E-15, 1.891E-15, 1.691E-15, 1.486E-15, 1.468E-15, 1.532E-15, 1.349E-15, 1.265E-15, 1.399E-15, 1.619E-15, 1.825E-15, 1.875E-15, 1.609E-15, 1.432E-15, 1.353E-15, 1.115E-15, 8.513E-16, 7.053E-16, 9.941E-16, 1.325E-15, 1.624E-15, 1.975E-15
1.782E-15, 1.645E-15, 1.564E-15, 1.256E-15, 1.145E-15, 1.158E-15, 1.350E-15, 1.347E-15, 1.203E-15, 1.064E-15, 1.066E-15, 1.060E-15, 8.773E-16, 6.727E-16, 4.985E-16, 5.069E-16, 5.078E-16, 7.247E-16, 1.056E-15, 1.467E-15, 1.779E-15, 1.745E-15, 1.582E-15, 1.457E-15, 1.494E-15, 1.459E-15, 1.419E-15, 1.345E-15, 1.083E-15, 1.017E-15, 9.709E-16, 1.175E-15, 1.247E-15, 1.319E-15, 1.237E-15, 1.437E-15, 1.664E-15, 1.808E-15, 2.195E-15, 2.604E-15, 2.510E-15, 2.439E-15, 2.439E-15, 2.450E-15, 2.120E-15, 2.053E-15, 1.951E-15, 1.714E-15, 1.494E-15, 1.480E-15, 1.534E-15, 1.810E-15, 1.730E-15, 1.689E-15, 1.926E-15, 1.700E-15, 1.726E-15, 2.070E-15, 1.557E-15, 1.361E-15, 1.274E-15, 1.183E-15, 1.199E-15, 1.222E-15, 1.306E-15, 9.607E-16, 9.441E-16, 1.032E-15, 1.222E-15, 1.558E-15, 1.924E-15, 2.071E-15
1.635E-15, 1.732E-15, 1.573E-15, 1.406E-15, 1.263E-15, 1.433E-15, 1.622E-15, 1.188E-15, 1.126E-15, 9.847E-16, 1.045E-15, 9.183E-16, 1.015E-15, 6.524E-16, 4.884E-16, 3.192E-16, 2.413E-16, 4.708E-16, 7.770E-16, 1.201E-15, 1.494E-15, 1.626E-15, 1.351E-15, 1.084E-15, 8.290E-16, 8.509E-16, 8.963E-16, 9.528E-16, 9.146E-16, 7.817E-16, 7.727E-16, 6.376E-16, 7.170E-16, 9.314E-16, 1.142E-15, 1.218E-15, 1.317E-15, 2.030E-15, 2.087E-15, 1.951E-15, 1.779E-15, 1.665E-15, 1.668E-15, 9.250E-16, 8.805E-16, 9.040E-16, 8.765E-16, 8.292E-16, 1.075E-15, 1.183E-15, 1.311E-15, 1.313E-15, 1.228E-15, 1.224E-15, 1.499E-15, 1.167E-15, 9.629E-16, 1.066E-15, 8.394E-16, 8.271E-16, 9.391E-16, 9.296E-16, 8.360E-16, 7.228E-16, 6.847E-16, 5.232E-16, 3.671E-16, 5.491E-16, 7.460E-16, 1.169E-15, 1.766E-15, 1.685E-15
5.661E-16, 7.271E-16, 8.544E-16, 9.995E-16, 7.564E-16, 1.108E-15, 9.725E-16, 8.177E-16, 5.715E-16, 5.117E-16, 5.938E-16, 6.365E-16, 4.694E-16, 4.026E-16, 3.154E-16, 2.278E-16, 2.297E-16, 3.240E-16, 4.048E-16, 4.235E-16, 6.027E-16, 6.046E-16, 7.194E-16, 5.165E-16, 5.628E-16, 4.507E-16, 4.656E-16, 5.766E-16, 5.683E-16, 6.750E-16, 4.241E-16, 4.222E-16, 5.549E-16, 5.585E-16, 3.041E-16, 5.268E-16, 7.071E-16, 1.065E-15, 9.972E-16, 9.313E-16, 1.488E-15, 1.359E-15, 9.172E-16, 6.105E-16, 5.432E-16, 5.201E-16, 3.908E-16, 4.569E-16, 4.674E-16, 5.244E-16, 4.700E-16, 4.712E-16, 6.050E-16, 7.098E-16, 5.210E-16, 5.558E-16, 6.706E-16, 5.931E-16, 5.941E-16, 5.226E-16, 5.762E-16, 6.120E-16, 3.111E-16, 2.318E-16, 2.730E-16, 2.215E-16, 2.792E-16, 2.821E-16, 3.570E-16, 6.071E-16, 5.940E-16, 5.292E-16
