,Unnamed: 0,icao_address,time,latitude,longitude,altitude_ft,heading,speed,on_ground,callsign,tail_number,collection_type,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_scheduled_time
0,678904,40095D,2022-02-01 13:01:12,38.767528,-9.133606,-50.0,250.0,0.0,True,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
1,678947,40095D,2022-02-01 13:01:14,38.767505,-9.133698,-50.0,250.0,0.0,True,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
2,685869,40095D,2022-02-01 13:05:54,38.772335,-9.14093,452.0,20.0,110.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
3,685905,40095D,2022-02-01 13:05:56,38.773452,-9.14032,452.0,20.0,120.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
4,686089,40095D,2022-02-01 13:06:03,38.777037,-9.138428,452.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
5,686151,40095D,2022-02-01 13:06:06,38.779038,-9.137329,0.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
6,686231,40095D,2022-02-01 13:06:09,38.78096,-9.136326,100.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
7,686253,40095D,2022-02-01 13:06:10,38.782288,-9.135669,200.0,20.0,146.5,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
8,686290,40095D,2022-02-01 13:06:11,38.782576,-9.135498,225.0,20.0,146.5,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
9,686329,40095D,2022-02-01 13:06:13,38.783661,-9.134893,325.0,20.0,146.5,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
10,686363,40095D,2022-02-01 13:06:14,38.783661,-9.134893,325.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
11,686417,40095D,2022-02-01 13:06:16,38.786087,-9.133639,525.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
12,686447,40095D,2022-02-01 13:06:18,38.786719,-9.133301,575.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
13,686493,40095D,2022-02-01 13:06:19,38.787918,-9.132684,650.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
14,686495,40095D,2022-02-01 13:06:20,38.787918,-9.132684,650.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
15,686524,40095D,2022-02-01 13:06:21,38.789047,-9.13208,725.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
16,686567,40095D,2022-02-01 13:06:23,38.789047,-9.13208,725.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
17,686595,40095D,2022-02-01 13:06:24,38.790304,-9.131409,800.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
18,686627,40095D,2022-02-01 13:06:25,38.791468,-9.130798,900.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
19,686650,40095D,2022-02-01 13:06:26,38.791468,-9.130798,900.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
20,686698,40095D,2022-02-01 13:06:28,38.792862,-9.129997,1000.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
21,686762,40095D,2022-02-01 13:06:30,38.793777,-9.129519,1050.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
22,686794,40095D,2022-02-01 13:06:32,38.795105,-9.128803,1150.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
23,686842,40095D,2022-02-01 13:06:34,38.796635,-9.127991,1225.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
24,686886,40095D,2022-02-01 13:06:35,38.79689,-9.127847,1225.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
25,686935,40095D,2022-02-01 13:06:37,38.798404,-9.127014,1300.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
26,686953,40095D,2022-02-01 13:06:38,38.799568,-9.126343,1350.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
27,687003,40095D,2022-02-01 13:06:40,38.800732,-9.125732,1425.0,20.0,140.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
28,687020,40095D,2022-02-01 13:06:41,38.801056,-9.125579,1425.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
29,687066,40095D,2022-02-01 13:06:43,38.802268,-9.124878,1475.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
30,687116,40095D,2022-02-01 13:06:44,38.802612,-9.124683,1500.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
31,687140,40095D,2022-02-01 13:06:45,38.803618,-9.124146,1525.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
32,687176,40095D,2022-02-01 13:06:47,38.804828,-9.123474,1550.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
33,687197,40095D,2022-02-01 13:06:48,38.805899,-9.122925,1550.0,20.0,150.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
34,687243,40095D,2022-02-01 13:06:50,38.80697,-9.122314,1550.0,20.0,160.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
35,687295,40095D,2022-02-01 13:06:52,38.808645,-9.121399,1650.0,20.0,160.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
36,687382,40095D,2022-02-01 13:06:55,38.810577,-9.120324,1700.0,20.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
37,687417,40095D,2022-02-01 13:06:56,38.810577,-9.120324,1700.0,20.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
38,687449,40095D,2022-02-01 13:06:57,38.812044,-9.119385,1750.0,20.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
39,687477,40095D,2022-02-01 13:06:59,38.81344,-9.118225,1775.0,20.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
40,687517,40095D,2022-02-01 13:07:00,38.814148,-9.117637,1800.0,40.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
41,687537,40095D,2022-02-01 13:07:01,38.814743,-9.116981,1825.0,40.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
42,687554,40095D,2022-02-01 13:07:02,38.815109,-9.116622,1850.0,40.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
43,687574,40095D,2022-02-01 13:07:03,38.815979,-9.115607,1875.0,40.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
44,687646,40095D,2022-02-01 13:07:05,38.816885,-9.114441,1925.0,40.0,170.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
45,687666,40095D,2022-02-01 13:07:06,38.817723,-9.113342,1950.0,40.0,180.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
46,687688,40095D,2022-02-01 13:07:08,38.81868,-9.112144,2000.0,50.0,180.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
47,687754,40095D,2022-02-01 13:07:10,38.82019,-9.110054,2050.0,40.0,180.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
48,687771,40095D,2022-02-01 13:07:11,38.820877,-9.109099,2075.0,40.0,180.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
49,687825,40095D,2022-02-01 13:07:13,38.821701,-9.107965,2100.0,50.0,180.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
50,687855,40095D,2022-02-01 13:07:14,38.822021,-9.107487,2100.0,40.0,190.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
51,687873,40095D,2022-02-01 13:07:15,38.823532,-9.105278,2150.0,50.0,194.8,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
52,687887,40095D,2022-02-01 13:07:16,38.823822,-9.104858,2150.0,40.0,190.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
53,687925,40095D,2022-02-01 13:07:17,38.824631,-9.103606,2175.0,50.0,200.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
54,687942,40095D,2022-02-01 13:07:18,38.824997,-9.103068,2175.0,50.0,200.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
55,687977,40095D,2022-02-01 13:07:20,38.826141,-9.101337,2200.0,50.0,200.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
56,688000,40095D,2022-02-01 13:07:21,38.827127,-9.099854,2225.0,50.0,210.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
57,688058,40095D,2022-02-01 13:07:23,38.827127,-9.099854,2225.0,50.0,210.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
58,688082,40095D,2022-02-01 13:07:24,38.828384,-9.097874,2225.0,50.0,210.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
59,688109,40095D,2022-02-01 13:07:25,38.829268,-9.096497,2225.0,50.0,210.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
60,688175,40095D,2022-02-01 13:07:28,38.829268,-9.096497,2300.0,50.0,210.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
61,688193,40095D,2022-02-01 13:07:29,38.830944,-9.093933,2350.0,50.0,220.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
62,688212,40095D,2022-02-01 13:07:30,38.832779,-9.091067,2425.0,50.0,220.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
63,688289,40095D,2022-02-01 13:07:32,38.833691,-9.089661,2475.0,50.0,220.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
64,688318,40095D,2022-02-01 13:07:34,38.834715,-9.088074,2500.0,50.0,230.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
65,688356,40095D,2022-02-01 13:07:35,38.835041,-9.087524,2525.0,50.0,230.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
66,688381,40095D,2022-02-01 13:07:36,38.83667,-9.085037,2600.0,50.0,230.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
67,688395,40095D,2022-02-01 13:07:37,38.836018,-9.08606,2600.0,50.0,230.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
68,688427,40095D,2022-02-01 13:07:38,38.837311,-9.084022,2625.0,50.0,230.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
69,688468,40095D,2022-02-01 13:07:39,38.838776,-9.081753,2700.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
70,688513,40095D,2022-02-01 13:07:41,38.839929,-9.079956,2750.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
71,688526,40095D,2022-02-01 13:07:42,38.84072,-9.078735,2800.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
72,688549,40095D,2022-02-01 13:07:43,38.841465,-9.077576,2825.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
73,688613,40095D,2022-02-01 13:07:45,38.842954,-9.075256,2925.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
74,688673,40095D,2022-02-01 13:07:47,38.843699,-9.074097,2950.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
75,688684,40095D,2022-02-01 13:07:48,38.845184,-9.071781,3050.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
76,688730,40095D,2022-02-01 13:07:49,38.845184,-9.071781,3050.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
77,688751,40095D,2022-02-01 13:07:50,38.846695,-9.069393,3125.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
78,688773,40095D,2022-02-01 13:07:51,38.845184,-9.071781,3125.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
79,688817,40095D,2022-02-01 13:07:53,38.84896,-9.065918,3275.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
80,688888,40095D,2022-02-01 13:07:56,38.851753,-9.061462,3450.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
81,688928,40095D,2022-02-01 13:07:57,38.850496,-9.063477,3450.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
82,688980,40095D,2022-02-01 13:07:59,38.852188,-9.060795,3475.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
83,688992,40095D,2022-02-01 13:08:00,38.854174,-9.057617,3625.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
84,689059,40095D,2022-02-01 13:08:02,38.855438,-9.0556,3725.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
85,689094,40095D,2022-02-01 13:08:04,38.856812,-9.053451,3850.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
86,689137,40095D,2022-02-01 13:08:06,38.858363,-9.050964,4000.0,50.0,259.6,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
87,689157,40095D,2022-02-01 13:08:07,38.859713,-9.048889,4125.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
88,689178,40095D,2022-02-01 13:08:08,38.858363,-9.050964,4000.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
89,689219,40095D,2022-02-01 13:08:09,38.860365,-9.047791,4175.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
90,689257,40095D,2022-02-01 13:08:11,38.861855,-9.045471,4325.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
91,689297,40095D,2022-02-01 13:08:12,38.862991,-9.043718,4450.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
92,689323,40095D,2022-02-01 13:08:13,38.864182,-9.041748,4575.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
93,689339,40095D,2022-02-01 13:08:14,38.862991,-9.043718,4450.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
94,689360,40095D,2022-02-01 13:08:15,38.864974,-9.040527,4550.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
95,689395,40095D,2022-02-01 13:08:16,38.866379,-9.038285,4850.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
96,689481,40095D,2022-02-01 13:08:19,38.867569,-9.036434,4975.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
97,689502,40095D,2022-02-01 13:08:20,38.868605,-9.03479,5125.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
98,689527,40095D,2022-02-01 13:08:21,38.869629,-9.033142,5225.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
99,689576,40095D,2022-02-01 13:08:23,38.869629,-9.033142,5225.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
100,689606,40095D,2022-02-01 13:08:24,38.871817,-9.029663,5475.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
101,689643,40095D,2022-02-01 13:08:26,38.872421,-9.028732,5550.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
102,689665,40095D,2022-02-01 13:08:27,38.873886,-9.026463,5700.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
103,689703,40095D,2022-02-01 13:08:28,38.875029,-9.024597,5825.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
104,689738,40095D,2022-02-01 13:08:30,38.875809,-9.023358,5900.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
105,689784,40095D,2022-02-01 13:08:31,38.876587,-9.022104,5975.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
106,689802,40095D,2022-02-01 13:08:32,38.877357,-9.020935,6025.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
107,689852,40095D,2022-02-01 13:08:34,38.879105,-9.018163,6200.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
108,689906,40095D,2022-02-01 13:08:36,38.880895,-9.015381,6325.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
109,689941,40095D,2022-02-01 13:08:38,38.881851,-9.013864,6325.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
110,689973,40095D,2022-02-01 13:08:39,38.882943,-9.012329,6475.0,50.0,240.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
111,689995,40095D,2022-02-01 13:08:40,38.884153,-9.01062,6550.0,50.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
112,690040,40095D,2022-02-01 13:08:42,38.88533,-9.008968,6625.0,40.0,251.2,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
113,690060,40095D,2022-02-01 13:08:43,38.886295,-9.007751,6700.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
114,690096,40095D,2022-02-01 13:08:44,38.886295,-9.007751,6700.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
115,690123,40095D,2022-02-01 13:08:45,38.887272,-9.006531,6750.0,40.0,251.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
116,690126,40095D,2022-02-01 13:08:46,38.888947,-9.00449,6825.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
117,690159,40095D,2022-02-01 13:08:47,38.887645,-9.006042,6750.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
118,690194,40095D,2022-02-01 13:08:48,38.890594,-9.002639,6900.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
119,690234,40095D,2022-02-01 13:08:50,38.891922,-9.001206,6950.0,40.0,250.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
120,690290,40095D,2022-02-01 13:08:52,38.893433,-8.999654,7025.0,40.0,260.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
121,690306,40095D,2022-02-01 13:08:53,38.895233,-8.997742,7075.0,40.0,260.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
122,690331,40095D,2022-02-01 13:08:54,38.896133,-8.996907,7125.0,30.0,260.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
123,690390,40095D,2022-02-01 13:08:56,38.898331,-8.994698,7200.0,40.0,260.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
124,690404,40095D,2022-02-01 13:08:57,38.899338,-8.993743,7225.0,40.0,260.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
125,690438,40095D,2022-02-01 13:08:58,38.899338,-8.993743,7225.0,40.0,270.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
126,690465,40095D,2022-02-01 13:08:59,38.901052,-8.992188,7275.0,40.0,270.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
127,690495,40095D,2022-02-01 13:09:00,38.902725,-8.990817,7325.0,30.0,270.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
128,690533,40095D,2022-02-01 13:09:02,38.903366,-8.990279,7325.0,30.0,270.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
129,690552,40095D,2022-02-01 13:09:03,38.905614,-8.988647,7400.0,30.0,280.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
130,690575,40095D,2022-02-01 13:09:04,38.906172,-8.98822,7400.0,30.0,280.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
131,690646,40095D,2022-02-01 13:09:06,38.909059,-8.98645,7450.0,20.0,280.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
132,690690,40095D,2022-02-01 13:09:08,38.909059,-8.98645,7450.0,20.0,280.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
133,690747,40095D,2022-02-01 13:09:10,38.9139,-8.98407,7550.0,20.0,290.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
134,690758,40095D,2022-02-01 13:09:11,38.915855,-8.983337,7575.0,20.0,290.0,False,BAW507,G-TTOB,terrestrial,A320,Airbus A320-232,BA,British Airways,0,2022-02-01T12:55:00Z
